"features.fid"	"feature_types.id"	"feature_relations.related_feature.fid"	"perspectives.code"	"feature_relations.type.code"	"1.feature_names.name"	"1.languages.name"	"1.writing_systems.name"	"1.feature_names.info_source.code"	"2.feature_names.name"	"2.languages.name"	"2.writing_systems.name"	"2.feature_name_relations.parent_node"	"2.feature_name_relations.is_orthographic"	"2.orthographic_systems.code"	"3.feature_names.name"	"3.languages.name"	"3.writing_systems.name"	"3.feature_name_relations.parent_node"	"3.feature_name_relations.is_phonetic"	"3.phonetic_systems.name"	"4.feature_names.name"	"4.languages.name"	"4.writing_systems.name"	"feature_types.1.time_units.season_id"	"feature_types.1.time_units.date"	"feature_types.1.time_units.start_date"	"feature_types.1.time_units.end_date"	"feature_types.2.time_units.season_id"	"feature_types.2.time_units.date"	"feature_types.2.time_units.start_date"	"feature_types.2.time_units.end_date"	"feature_types.3.time_units.season_id"	"feature_types.3.time_units.date"	"feature_types.3.time_units.start_date"	"feature_types.3.time_units.end_date"	"feature_types.4.time_units.season_id"	"feature_types.4.time_units.date"	"feature_types.4.time_units.start_date"	"feature_types.4.time_units.end_date"	"feature_types.5.time_units.season_id"	"feature_types.5.time_units.date"	"feature_types.5.time_units.start_date"	"feature_types.5.time_units.end_date"	"feature_types.6.time_units.season_id"	"feature_types.6.time_units.date"	"feature_types.6.time_units.start_date"	"feature_types.6.time_units.end_date"	"feature_types.7.time_units.season_id"	"feature_types.7.time_units.date"	"feature_types.7.time_units.start_date"	"feature_types.7.time_units.end_date"	"feature_types.8.time_units.season_id"	"feature_types.8.time_units.date"	"feature_types.8.time_units.start_date"	"feature_types.8.time_units.end_date"
8029	4503	15483	"pol.admin.hier"	"is.administrative.seat.of"	"ཤངས་གྱི་རབ་ཀ་ཙལ"	"Tibetan"	"Tibetan script"	" OTA"	"shangs gyi rab ka tsal"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Shanggyi Rapka Tsel"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"	"Rabka"	"Tibetan"	"Latin script"	4	673																														
8030	4503	15483	"pol.admin.hier"	"is.administrative.seat.of"	"ཟྲིད"	"Tibetan"	"Tibetan script"	" OTA"	"zrid"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Zi"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"				2	674																														
8031	4503	15483	"pol.admin.hier"	"is.administrative.seat.of"	"ཚང་བང་སྣ"	"Tibetan"	"Tibetan script"	" OTA"	"tshang bang sna"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Tsangbangna"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"	"Bangna"	"Tibetan"	"Latin script"	4	674			4	676																										
8032	4503	15483	"pol.admin.hier"	"is.administrative.seat.of"	"ཞེ་ཤིང"	"Tibetan"	"Tibetan script"	" OTA"	"zhe shing"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Zheshing"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"				1	675																														
8033	4503	15483	"pol.admin.hier"	"is.administrative.seat.of"	"བལ་པོ"	"Tibetan"	"Tibetan script"	" OTA"	"bal po"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Belpo"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"	"Balpo"	"Tibetan"	"Latin script"	2	675			2	690			2	695			2	697			2	699			2		707	712	2		718	719	2		722	723
8034	4503	15483	"pol.admin.hier"	"is.administrative.seat.of"	"འོན་གྱི་སྣ་བོ"	"Tibetan"	"Tibetan script"	" OTA"	"'on gyi sna bo"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Öngyi Nawo"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"	"Nabo"	"Tibetan"	"Latin script"	4	675																														
8035	4503	15483	"pol.admin.hier"	"is.administrative.seat.of"	"འོན་གྱི་འ་ག་ཚལ"	"Tibetan"	"Tibetan script"	" OTA"	"'on gyi 'a ga tshal"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Öngyi Aga Tsel"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"	"Aga"	"Tibetan"	"Latin script"	4	690																														
8036	4503	15483	"pol.admin.hier"	"is.administrative.seat.of"	"མལ་ཏྲོའི་བརྫེན་ཏང"	"Tibetan"	"Tibetan script"	" OTA"	"mal tro'i brdzen tang"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Meltrö Dzentang"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"	"Dzen"	"Tibetan"	"Latin script"	2	694			2		713	714																								
8037	4503	15483	"pol.admin.hier"	"is.administrative.seat.of"	"རེའུ་ཙལ"	"Tibetan"	"Tibetan script"	" OTA"	"re'u tsal"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Reu Tsel"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"				4	694																														
8038	4503	15483	"pol.admin.hier"	"is.administrative.seat.of"	"ལྟམ"	"Tibetan"	"Tibetan script"	" OTA"	"ltam"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Tam"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"	"Tam"	"Tibetan"	"Latin script"	2	695																														
8039	4503	15483	"pol.admin.hier"	"is.administrative.seat.of"	"བྲག་མར"	"Tibetan"	"Tibetan script"	" OTA"	"brag mar"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Drakmar"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"	"Drakmar"	"Tibetan"	"Latin script"	4	695			4	697			4		707	713	4		717	726	4		728	738	4		740	741	4		743	747				
8040	4503	15483	"pol.admin.hier"	"is.administrative.seat.of"	"ཟྲིད་མདའ"	"Tibetan"	"Tibetan script"	" OTA"	"zrid mda'"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Zida"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"				2	696																														
8041	4503	15483	"pol.admin.hier"	"is.administrative.seat.of"	"ཕར"	"Tibetan"	"Tibetan script"	" OTA"	"phar"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Par"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"				4	698																														
8042	4503	15483	"pol.admin.hier"	"is.administrative.seat.of"	"དོལད་གྱི་མར་མ"	"Tibetan"	"Tibetan script"	" OTA"	"dold gyi mar ma"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Dölgyi Marma"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"	"Marma"	"Tibetan"	"Latin script"	4	699																														
8043	4503	15483	"pol.admin.hier"	"is.administrative.seat.of"	"རྨ་བྱ་ཙལ"	"Tibetan"	"Tibetan script"	" OTA"	"rma bya tsal"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Mapja Tsel"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"				4	700																														
8044	4503	15483	"pol.admin.hier"	"is.administrative.seat.of"	"གསེར་ཞ"	"Tibetan"	"Tibetan script"	" OTA"	"gser zha"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Serzha"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"				2	701																														
8045	4503	15483	"pol.admin.hier"	"is.administrative.seat.of"	"ཁྲི་རྩེ"	"Tibetan"	"Tibetan script"	" OTA"	"khri rtse"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Tritsé"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"				4	701			4	702																										
8046	4503	15483	"pol.admin.hier"	"is.administrative.seat.of"	"པོང་ཁྲི་མུ་སྟེངས"	"Tibetan"	"Tibetan script"	" OTA"	"pong khri mu stengs"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Pongtri Muteng"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"				2	702																														
8047	4503	15483	"pol.admin.hier"	"is.administrative.seat.of"	"གླིང་གི་འོལ་བྱག"	"Tibetan"	"Tibetan script"	" OTA"	"gling gi 'ol byag"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Linggi Öljak"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"				2	703																														
8048	4503	15483	"pol.admin.hier"	"is.administrative.seat.of"	"འཇང་ཡུལ"	"Tibetan"	"Tibetan script"	" OTA"	"'jang yul"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Jangyül"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"				4	703																														
8049	4503	15483	"pol.admin.hier"	"is.administrative.seat.of"	"རྨ་གྲོམ་གྱི་ཡོ་ཏི་ཆུ་བཟངས"	"Tibetan"	"Tibetan script"	" OTA"	"rma grom gyi yo ti chu bzangs"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Madromgyi Yoti Chupzang"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"				2	704																														
8050	4503	15483	"pol.admin.hier"	"is.administrative.seat.of"	"མྱྭ"	"Tibetan"	"Tibetan script"	" OTA"	"mywa"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Nya"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"				4	704																														
8051	4503	15483	"pol.admin.hier"	"is.administrative.seat.of"	"དྲོན"	"Tibetan"	"Tibetan script"	" OTA"	"dron"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Drön"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"	"Drom"	"Tibetan"	"Latin script"	2	705		706	2		733	738																								
8052	4503	15483	"pol.admin.hier"	"is.administrative.seat.of"	"ལྷས་གང་ཙལ"	"Tibetan"	"Tibetan script"	" OTA"	"lhas gang tsal"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Lhé Gang Tsel"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"	"Lhegang"	"Tibetan"	"Latin script"	4	707																														
8053	4503	15483	"pol.admin.hier"	"is.administrative.seat.of"	"ཞེ་ཤིང་གི་རྩིབས"	"Tibetan"	"Tibetan script"	" OTA"	"zhe shing gi rtsibs"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Zheshinggi Tsip"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"				2	715																														
8054	4503	15483	"pol.admin.hier"	"is.administrative.seat.of"	"མྱ་ཤ་ཙལ"	"Tibetan"	"Tibetan script"	" OTA"	"mya sha tsal"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Nyasha Tsel"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"				4	715																														
8055	4503	15483	"pol.admin.hier"	"is.administrative.seat.of"	"དུངས"	"Tibetan"	"Tibetan script"	" OTA"	"dungs"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Dung"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"				2	717																														
8056	4503	15483	"pol.admin.hier"	"is.administrative.seat.of"	"དུངས་གྱི་སྟག་ཙལ"	"Tibetan"	"Tibetan script"	" OTA"	"dungs gyi stag tsal"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Dunggyi Taktsel"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"				2	720		721																												
8057	4503	15483	"pol.admin.hier"	"is.administrative.seat.of"	"སྤེལ"	"Tibetan"	"Tibetan script"	" OTA"	"spel"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Pel"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"				2	724																														
8058	4503	15483	"pol.admin.hier"	"is.administrative.seat.of"	"མཚར་བུ་སྣ"	"Tibetan"	"Tibetan script"	" OTA"	"mtshar bu sna"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Tsarbuna"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"				2	725																														
8059	4503	15483	"pol.admin.hier"	"is.administrative.seat.of"	"སྲེ་གའི་མཚར་བུ་སྣ"	"Tibetan"	"Tibetan script"	" OTA"	"sre ga'i mtshar bu sna"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Segé Tsarbuna"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"				2	726			2	729			2	731			2	742																		
8060	4503	15483	"pol.admin.hier"	"is.administrative.seat.of"	"འ་ཞ"	"Tibetan"	"Tibetan script"	" OTA"	"'a zha"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Azha"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"				2	727																														
8061	4503	15483	"pol.admin.hier"	"is.administrative.seat.of"	"ཇོར་གོང་སྣ"	"Tibetan"	"Tibetan script"	" OTA"	"jor gong sna"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Jorgongna"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"				4	727																														
8062	4503	15483	"pol.admin.hier"	"is.administrative.seat.of"	"བ་ཅོས་གྱི་དིང་དིང་ཏང"	"Tibetan"	"Tibetan script"	" OTA"	"ba cos gyi ding ding tang"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Bachögyi Dingdingtang"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"				2	730			2	732																										
8063	4503	15483	"pol.admin.hier"	"is.administrative.seat.of"	"མཚར་བུ་སྣའི་ངང་མོ་གླིང"	"Tibetan"	"Tibetan script"	" OTA"	"mtshar bu sna'i ngang mo gling"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Tsarbuné Ngangmo Ling"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"				2	740																														
8064	4503	15483	"pol.admin.hier"	"is.administrative.seat.of"	"ར་མཚར"	"Tibetan"	"Tibetan script"	" OTA"	"ra mtshar"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Ratsar"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"				2	743			2	744																										
8065	4503	15483	"pol.admin.hier"	"is.administrative.seat.of"	"ན་མར"	"Tibetan"	"Tibetan script"	" OTA"	"na mar"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Namar"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"				2	746		747																												
8066	4503	15483	"pol.admin.hier"	"is.administrative.seat.of"	"ཟུང་ཀར"	"Tibetan"	"Tibetan script"	" OTA"	"zung kar"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Zungkar"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"	"Zungkar"	"Tibetan"	"Latin script"	2	756																														
8067	4503	15483	"pol.admin.hier"	"is.administrative.seat.of"	"བ་བམས་གྱི་གཡག་རུ་གོང"	"Tibetan"	"Tibetan script"	" OTA"	"ba bams gyi g.yag ru gong"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Babamgyi Yakrugong"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"				2	757																														
8068	4503	15483	"pol.admin.hier"	"is.administrative.seat.of"	"སྟོད་གྱི་ལྕང་བུ"	"Tibetan"	"Tibetan script"	" OTA"	"stod gyi lcang bu"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Tögyi Changbu"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"	"Tsangbu"	"Tibetan"	"Latin script"	4	757		758	4	762			4	764																						
8069	4503	15483	"pol.admin.hier"	"is.administrative.seat.of"	"ཟུ་སྤུག"	"Tibetan"	"Tibetan script"	" OTA"	"zu spug"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Zupuk"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"	"Zupuk"	"Tibetan"	"Latin script"	2	758			2	761																										
8070	4503	15483	"pol.admin.hier"	"is.administrative.seat.of"	"སྟོད་གྱི་མཁོ"	"Tibetan"	"Tibetan script"	" OTA"	"stod gyi mkho"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Tögyi Kho"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"				2	759																														
8071	4503	15483	"pol.admin.hier"	"is.administrative.seat.of"	"མྱང་སྒྲོམ"	"Tibetan"	"Tibetan script"	" OTA"	"myang sgrom"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Nyangdrom"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"				2	760																														
8072	4503	15483	"pol.admin.hier"	"is.administrative.seat.of"	"བྱར་གྱི་ལྕང་བུ"	"Tibetan"	"Tibetan script"	" OTA"	"byar gyi lcang bu"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Jargyi Changbu"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"	"Kyiling"	"Tibetan"	"Latin script"	4	761																														
8073	4503	15483	"pol.admin.hier"	"is.administrative.seat.of"	"ས་བྱར"	"Tibetan"	"Tibetan script"	" OTA"	"sa byar"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"thl.ext.wyl.translit"	"Sajar"	"Tibetan"	"Latin script"	"1.feature_names.name"	"Yes"	"THL Simplified Tibetan Transcription"				2	762																														
